GlobalEventsID	Day	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	isRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	Goldstien	NumMentions	NumSources	NumArticles	AvgTone	Actor1GeoType	Actor1Geo_Fullname	Actor1Geo_CountryCode	Actor1GeoADM1Code	Actor1Geo_ADM2Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1GeoFeatureID	Actor2GeoType	Actor2Geo_Fullname	Actor2Geo_CountryCode	Actor2GeoADM1Code	Actor2Geo_ADM2Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2GeoFeatureID	ActionGeoType	ActionGeo_Fullname	ActionGeo_CountryCode	ActionGeoADM1Code	ActionGeo_ADM2Code	ActionGeo_Lat	ActionGeo_Long	ActionGeoFeatureID	DateAdded	SourceURL
1207023718	20241022	202410	2024	2024.8000											HLH	HOSPITAL						HLH			1	195	195	19	4	-10.0	5	1	5	-5.00446827524576	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241029231500	https://www.thetimes.com/world/middle-east/article/us-threatens-arms-sales-to-israel-over-unrwa-ban-96qbgssr8
1207023719	20241022	202410	2024	2024.8000	COP	POLICE OFFICER						COP			BHS	BAHAMA	BHS								0	173	173	17	4	-5.0	1	1	1	-9.04925544100802	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20241029231500	https://www.newsday.com/long-island/crime/nassau-police-misconduct-trial-robert-besedin-rw5x1gcv
1207023720	20241022	202410	2024	2024.8000	EDU	COLLEGE						EDU			GOV	PRESIDENT						GOV			0	014	014	01	1	0.0	8	1	8	-2.82317979197623	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241029231500	https://www.washingtonexaminer.com/in_focus/3206577/higher-education-bubble-finally-bursting-enrollment-decline/
1207023721	20241022	202410	2024	2024.8000	EDU	COLLEGE						EDU			PTY	DEMOCRATIC PARTY									0	014	014	01	1	0.0	2	1	2	-2.82317979197623	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241029231500	https://www.washingtonexaminer.com/in_focus/3206577/higher-education-bubble-finally-bursting-enrollment-decline/
1207023722	20241022	202410	2024	2024.8000	EDU	COLLEGE						EDU			USAGOV	UNITED STATES	USA					GOV			0	014	014	01	1	0.0	2	1	2	-2.82317979197623	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241029231500	https://www.washingtonexaminer.com/in_focus/3206577/higher-education-bubble-finally-bursting-enrollment-decline/
1207023723	20241022	202410	2024	2024.8000	GBRGOVMIL	UNITED KINGDOM	GBR					GOV	MIL		MIL	ARMED FORCES						MIL			1	190	190	19	4	-10.0	4	1	2	-4.2016806722689	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20241029231500	https://www.dailymail.co.uk/news/article-14017135/Ministry-Defence-pen-pushers-outnumber-service-personnel-RAF-Navy.html
1207023724	20241022	202410	2024	2024.8000	GOVMIL	DEFENCE SECRETARY						GOV	MIL		MIL	ARMED FORCES						MIL			1	190	190	19	4	-10.0	16	1	8	-4.2016806722689	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20241029231500	https://www.dailymail.co.uk/news/article-14017135/Ministry-Defence-pen-pushers-outnumber-service-personnel-RAF-Navy.html
1207023725	20241022	202410	2024	2024.8000	HLH	HOSPITAL						HLH			MIL	RESERVIST						MIL			1	190	190	19	4	-10.0	3	1	3	0.73298429319371	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20241029231500	https://www.ynetnews.com/article/bkotpa0ejx
1207023726	20241022	202410	2024	2024.8000	LBN	LEBANON	LBN								HLH	HOSPITAL						HLH			1	193	193	19	4	-10.0	5	1	5	0.73298429319371	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241029231500	https://www.ynetnews.com/article/bkotpa0ejx
1207023727	20241022	202410	2024	2024.8000	LBN	LEBANON	LBN								MIL	RESERVIST						MIL			1	193	193	19	4	-10.0	5	1	5	0.73298429319371	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241029231500	https://www.ynetnews.com/article/bkotpa0ejx
1207023728	20241022	202410	2024	2024.8000	MED	MEDIA						MED													0	017	017	01	1	0.0	3	1	3	-4.14507772020725	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20241029231500	https://www.stcatharinesstandard.ca/politics/federal/the-prime-minister-is-out-of-touch-justin-trudeaus-handgun-ban-is-not-working-police/article_fb0957d0-fbea-5df6-9efa-dfc1778baf37.html
1207023729	20241022	202410	2024	2024.8000	MED	MEDIA						MED													0	017	017	01	1	0.0	2	1	2	-4.14507772020725	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20241029231500	https://www.stcatharinesstandard.ca/politics/federal/the-prime-minister-is-out-of-touch-justin-trudeaus-handgun-ban-is-not-working-police/article_fb0957d0-fbea-5df6-9efa-dfc1778baf37.html
1207023730	20241022	202410	2024	2024.8000	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-2.60492040520984	3	Waldo County, Maine, United States	US	USME	ME027	44.4667	-69.0995	581299	0								3	Waldo County, Maine, United States	US	USME		44.4667	-69.0995	581299	20241029231500	https://www.centralmaine.com/2024/10/29/911-transcript-details-call-reporting-freedom-carbon-monoxide-deaths/
1207023731	20241022	202410	2024	2024.8000	USAMED	WALL STREET JOURNAL	USA					MED			REB	UPRISING						REB			0	010	010	01	1	0.0	4	1	4	-3.34346504559271	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241029231500	https://www.capitalgazette.com/2024/10/29/progressives-bracing-for-unrest-should-trump-win-election-report-says/
1207023732	20241028	202410	2024	2024.8164											GOV	PRESIDENT						GOV			0	012	012	01	1	-0.4	5	1	5	1.04166666666667	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20241029231500	https://www.ft.lk/top-story/AKD-banks-on-delicate-balance-of-businesses/26-768562
1207023733	20241028	202410	2024	2024.8164											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	5	1	5	1.04166666666667	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20241029231500	https://www.ft.lk/top-story/AKD-banks-on-delicate-balance-of-businesses/26-768562
1207023734	20241028	202410	2024	2024.8164	GOV	PRESIDENT						GOV													0	040	040	04	1	1.0	5	1	5	1.04166666666667	1	Sri Lanka	CE	CE		7	81	CE	0								1	Sri Lanka	CE	CE		7	81	CE	20241029231500	https://www.ft.lk/top-story/AKD-banks-on-delicate-balance-of-businesses/26-768562
1207023735	20241028	202410	2024	2024.8164	JUD	SUPREME COURT						JUD			PHL	PHILIPPINE	PHL								1	071	071	07	2	7.4	10	1	10	2.3972602739726	1	Malaysia	MY	MY		2.5	112.5	MY	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20241029231500	https://malaya.com.ph/news/national-news/sc-stops-transfer-of-philhealth-funds/
1207023736	20241028	202410	2024	2024.8164	JUD	SUPREME COURT						JUD			PHL	PHILIPPINE	PHL								1	100	100	10	3	-5.0	10	1	10	2.3972602739726	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20241029231500	https://malaya.com.ph/news/national-news/sc-stops-transfer-of-philhealth-funds/
1207023737	20241028	202410	2024	2024.8164	PHLCOP	PHILIPPINE	PHL					COP			COP	POLICE FORCE						COP			1	030	030	03	1	4.0	3	1	3	-3.38983050847457	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20241029231500	https://malaya.com.ph/news/national-news/index-crimes-dropped-by-61-8from-july-2022-to-2024-pnp/
1207023738	20241029	202410	2024	2024.8192											ATH	ATHEISM				ATH					1	020	020	02	1	3.0	4	1	4	1.47347740667976	0								3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20241029231500	https://www.ocregister.com/2024/10/29/how-a-night-of-mate-swapping-leads-an-la-woman-on-a-new-path-in-olive-days/
1207023739	20241029	202410	2024	2024.8192											BHS	BAHAMA	BHS								0	173	173	17	4	-5.0	1	1	1	-9.04925544100802	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20241029231500	https://www.newsday.com/long-island/crime/nassau-police-misconduct-trial-robert-besedin-rw5x1gcv
1207023740	20241029	202410	2024	2024.8192											BHS	BAHAMA	BHS								0	180	180	18	4	-9.0	1	1	1	-9.04925544100802	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20241029231500	https://www.newsday.com/long-island/crime/nassau-police-misconduct-trial-robert-besedin-rw5x1gcv
1207023741	20241029	202410	2024	2024.8192											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	4	1	4	2.00573065902579	0								1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20241029231500	https://www.lowellsun.com/2024/10/29/teamai-boba-welcomed-to-dracut/
1207023742	20241029	202410	2024	2024.8192											BUS	COMPANIES						BUS			0	061	061	06	2	6.4	10	1	10	-3.77532228360957	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241029231500	https://www.bignewsnetwork.com/news/274738057/how-ai-could-influence-us-voters
1207023743	20241029	202410	2024	2024.8192											BUS	COMPANY						BUS			1	100	100	10	3	-5.0	5	1	5	1.16525423728813	0								4	Port Colborne, Ontario, Canada	CA	CA08	12668	42.8833	-79.2333	-571567	4	Port Colborne, Ontario, Canada	CA	CA08	12668	42.8833	-79.2333	-571567	20241029231500	https://www.stcatharinesstandard.ca/news/niagara-region/so-why-niagara-asahi-kasei-could-have-decided-to-build-its-multibillion-dollar-port-colborne/article_921244bb-468b-54b6-8451-ef95252c99c9.html
1207023744	20241029	202410	2024	2024.8192											BUS	BUSINESS LEADER						BUS			1	130	130	13	3	-4.4	10	1	10	-0.64935064935065	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241029231500	https://www.thetimes.com/uk/politics/article/tax-rises-higher-wages-budget-2024-rachel-reeves-b22r0hv5n
1207023745	20241029	202410	2024	2024.8192											CAN	NEWFOUNDLAND AND LABRADOR	CAN								0	042	042	04	1	1.9	2	1	2	0	0								4	Churchill Falls, Newfoundland, Canada	CA	CA05	154724	53.5833	-64.2833	-562618	4	Churchill Falls, Newfoundland, Canada	CA	CA05	154724	53.5833	-64.2833	-562618	20241029231500	https://www.cbc.ca/news/canada/newfoundland-labrador/furey-state-of-the-province-oct-2024-1.7366861
1207023746	20241029	202410	2024	2024.8192											CAN	NOVA SCOTIA	CAN								1	112	112	11	3	-2.0	10	1	10	-8.25242718446603	0								4	Bridgewater, Nova Scotia, Canada	CA	CA07	12631	44.3667	-64.5167	-561631	4	Bridgewater, Nova Scotia, Canada	CA	CA07	12631	44.3667	-64.5167	-561631	20241029231500	https://www.ctvnews.ca/canada/n-s-teen-charged-for-allegedly-making-threats-to-school-1.7091324
1207023747	20241029	202410	2024	2024.8192											CHN	CHINA	CHN								1	043	043	04	1	2.8	10	1	10	1.30841121495327	0								4	Shenzhou, Hebei, China	CH	CH10	13085	38.0089	115.548	-1925252	4	Tiangong, Sichuan, China	CH	CH32	13003	31.5217	105.934	10341753	20241029231500	https://www.bbc.com/news/articles/c5yp47prg7jo
1207023748	20241029	202410	2024	2024.8192											CHN	FUJIAN	CHN								0	057	057	05	1	8.0	1	1	1	4.45810914681014	0								5	Fujian, Fujian, China	CH	CH07	13011	26.545	117.843	-1905684	5	Western Province, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-8	157	-1553599	20241029231500	https://www.solomonstarnews.com/si-re-affirms-commitment-to-one-china-principle/
1207023749	20241029	202410	2024	2024.8192											COP	POLICE						COP			0	014	014	01	1	0.0	10	1	10	-3.43007915567283	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20241029231500	https://www.rnz.co.nz/news/national/532307/female-police-officer-harassed-by-senior-investigation-flawed-ipca
1207023750	20241029	202410	2024	2024.8192											COP	POLICE						COP			1	020	020	02	1	3.0	5	1	5	-7.10900473933649	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241029231500	https://www.dailypioneer.com/2024/state-editions/two-sharpshooters-of-kaushal-chaudhary-bambiha-gang-arrested.html
1207023751	20241029	202410	2024	2024.8192											COP	PRISON						COP			0	042	042	04	1	1.9	10	1	10	-1.21212121212121	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241029231500	https://www.baptiststandard.com/news/world/i-needed-a-miracle-living-christian-martyr-recalls/
1207023752	20241029	202410	2024	2024.8192											COP	POLICE						COP			1	046	046	04	1	7.0	15	1	10	-3.43007915567283	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20241029231500	https://www.rnz.co.nz/news/national/532307/female-police-officer-harassed-by-senior-investigation-flawed-ipca
1207023753	20241029	202410	2024	2024.8192											COP	POLICE						COP			1	050	050	05	1	3.5	10	1	10	-8.167770419426	0								4	Ferozepur, Punjab, India	IN	IN23	17825	30.9167	74.6	-2095647	4	Ferozepur, Punjab, India	IN	IN23	17825	30.9167	74.6	-2095647	20241029231500	https://www.dailypioneer.com/2024/state-editions/punjab-police---s-agtf--in-coordination-with-up-police--arrests-two-shooters.html
1207023754	20241029	202410	2024	2024.8192											COP	POLICE						COP			1	080	080	08	2	5.0	5	1	5	-7.10900473933649	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241029231500	https://www.dailypioneer.com/2024/state-editions/two-sharpshooters-of-kaushal-chaudhary-bambiha-gang-arrested.html
1207023755	20241029	202410	2024	2024.8192											COP	POLICE OFFICER						COP			1	112	112	11	3	-2.0	2	1	2	-8.33333333333333	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20241029231500	https://www.dungogchronicle.com.au/story/8805891/coffs-harbour-police-officer-accused-of-assault-during-an-arrest/?cs=412
1207023756	20241029	202410	2024	2024.8192											COP	POLICE OFFICER						COP			1	112	112	11	3	-2.0	2	1	2	-8.21917808219178	0								4	Manning River, New South Wales, Australia	AS	AS02	5096	-31.8667	152.633	-1585641	4	Manning River, New South Wales, Australia	AS	AS02	5096	-31.8667	152.633	-1585641	20241029231500	https://www.manningrivertimes.com.au/story/8805891/coffs-harbour-police-officer-accused-of-assault-during-an-arrest/?cs=2681
1207023757	20241029	202410	2024	2024.8192											COP	PRISON						COP			0	112	112	11	3	-2.0	2	1	2	-5.65167243367935	0								3	Pinal County, Arizona, United States	US	USAZ		33.0006	-111.517	25447	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20241029231500	https://www.inmaricopa.com/exclusive-dena-devine-to-face-manslaughter-new-dui-charges/
1207023758	20241029	202410	2024	2024.8192											COP	PRISON						COP			0	112	112	11	3	-2.0	8	1	8	-5.65167243367935	0								3	Maricopa, Arizona, United States	US	USAZ	AZ021	33.0581	-112.048	7694	3	Maricopa, Arizona, United States	US	USAZ	AZ021	33.0581	-112.048	7694	20241029231500	https://www.inmaricopa.com/exclusive-dena-devine-to-face-manslaughter-new-dui-charges/
1207023759	20241029	202410	2024	2024.8192											COP	POLICE OFFICER						COP			1	180	180	18	4	-9.0	2	1	2	-8.33333333333333	0								4	Coffs Harbour, New South Wales, Australia	AS	AS02	5096	-30.2963	153.114	-1566281	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20241029231500	https://www.dungogchronicle.com.au/story/8805891/coffs-harbour-police-officer-accused-of-assault-during-an-arrest/?cs=412
1207023760	20241029	202410	2024	2024.8192											COP	POLICE OFFICER						COP			1	180	180	18	4	-9.0	2	1	2	-8.21917808219178	0								4	Coffs Harbour, New South Wales, Australia	AS	AS02	5096	-30.2963	153.114	-1566281	4	Manning River, New South Wales, Australia	AS	AS02	5096	-31.8667	152.633	-1585641	20241029231500	https://www.manningrivertimes.com.au/story/8805891/coffs-harbour-police-officer-accused-of-assault-during-an-arrest/?cs=2681
1207023761	20241029	202410	2024	2024.8192											COPGOV	DEPUTY						COP	GOV		0	036	036	03	1	4.0	3	1	3	3.30722367275892	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241029231500	https://www.jdsupra.com/legalnews/bank-of-england-weighs-in-on-ai-7970509/
1207023762	20241029	202410	2024	2024.8192											CVL	CITIZEN						CVL			1	030	030	03	1	4.0	5	1	5	0	0								4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20241029231500	https://www.channelstv.com/2024/10/29/judiciary-critical-to-fight-against-insecurity-says-gov-sani/
1207023763	20241029	202410	2024	2024.8192											CVL	VOTER						CVL			0	040	040	04	1	1.0	3	1	3	-2.30040595399188	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20241029231500	https://www.oann.com/newsroom/goya-ceo-bob-unanue-says-latinos-hispanic-community-is-fed-up-with-exploitation-going-head-over-heels-for-trump/
1207023764	20241029	202410	2024	2024.8192											CVL	MIGRANT						CVL			1	042	042	04	1	1.9	6	1	6	-1.21006776379477	0								4	La Frontera, Durango, Mexico	MX	MX10	20887	25.3667	-103.467	-1674488	4	La Frontera, Durango, Mexico	MX	MX10	20887	25.3667	-103.467	-1674488	20241029231500	https://kvia.com/news/puente-news-collaborative/2024/10/29/latino-voters-balance-stereotypes-their-pocketbooks-and-immigrants-vital-role/
1207023765	20241029	202410	2024	2024.8192											CVL	RESIDENTS						CVL			1	060	060	06	2	6.0	20	2	20	6.30630630630631	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20241029231500	https://myfox28columbus.com/news/local/new-affordable-homes-sold-in-columbus-neighborhoods-linden-south-side-central-ohio-community-land-trust-nationwide-childrens-hospital-healthy-neighborhoods-families
1207023766	20241029	202410	2024	2024.8192											CVL	CIVILIAN						CVL			1	190	190	19	4	-10.0	5	1	5	-12.1212121212121	0								4	Maalot, Ha?afon, Israel	IS	IS03	18314	33.0134	35.2837	-780520	4	Maalot, Ha?afon, Israel	IS	IS03	18314	33.0134	35.2837	-780520	20241029231500	https://www.israelnationalnews.com/news/398333
1207023767	20241029	202410	2024	2024.8192											CVLEDU	COMMUNITY						CVL	EDU		1	043	043	04	1	2.8	7	1	7	6.1624649859944	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20241029231500	https://www.tctimes.com/news/mcc-winter-enrollment-opens-nov-1/article_0ca46586-963b-11ef-9a8e-ff654c476e46.html
